会場ID,会場名,カテゴリ,施設名,Website URL,,Google Maps URL,Google Maps URL Status
tochigi_heavens_rock,HEAVEN'S ROCK UTSUNOMIYA VJ-2,cafe,タリーズコーヒー 宇都宮店,https://shop.tullys.co.jp/detail/1920773,200 OK,https://www.google.com/maps/search/タリーズコーヒー+宇都宮,200 OK
tochigi_heavens_rock,HEAVEN'S ROCK UTSUNOMIYA VJ-2,restaurant,餃子の正嗣 宮島本店,https://tabelog.com/tochigi/A0901/A090101/9000046/,,https://www.google.com/maps/search/餃子の正嗣+宮島本店+宇都宮,200 OK
tochigi_heavens_rock,HEAVEN'S ROCK UTSUNOMIYA VJ-2,restaurant,みんみん 本店,https://tabelog.com/tochigi/A0901/A090101/9000045/,200 OK,https://www.google.com/maps/search/みんみん+本店+宇都宮,200 OK
tochigi_heavens_rock,HEAVEN'S ROCK UTSUNOMIYA VJ-2,restaurant,ガスト 宇都宮駅前店,https://store-info.skylark.co.jp/gusto/map/011940/,200 OK,https://www.google.com/maps/search/ガスト+宇都宮駅前,200 OK
tochigi_heavens_rock,HEAVEN'S ROCK UTSUNOMIYA VJ-2,restaurant,麺や 遊大,存在しないお店なので削除してください,,https://www.google.com/maps/search/麺や遊大+宇都宮,200 OK
tochigi_heavens_rock,HEAVEN'S ROCK UTSUNOMIYA VJ-2,restaurant,宇都宮 炭火焼肉 牛角,閉店済みのため削除してください,200 OK,https://www.google.com/maps/search/牛角+宇都宮駅前,200 OK
tokushima_grindhouse,徳島club GRINDHOUSE,restaurant,徳島ラーメン ふく利,https://tabelog.com/tokushima/A3601/A360102/36000024/,200 OK,https://www.google.com/maps/search/徳島ラーメンふく利+徳島市,200 OK
tokushima_grindhouse,徳島club GRINDHOUSE,coinLocker,JR徳島駅構内,https://www.jr-shikoku.co.jp/01_trainbus/kakueki/tokushima/kounai_map.html,200 OK,https://www.google.com/maps/search/JR徳島駅,200 OK
tokushima_grindhouse,徳島club GRINDHOUSE,cafe,スターバックス 徳島駅前店,https://store.starbucks.co.jp/detail-976/,200 OK,https://www.google.com/maps/search/スターバックス+徳島駅前,200 OK
tokushima_grindhouse,徳島club GRINDHOUSE,parking,タイムズ徳島駅前,https://times-info.net/P36-tokushima/line/L40900/S7218/,200 OK,https://www.google.com/maps/search/タイムズ+徳島駅前,200 OK
yamaguchi_rising_hall,周南RISING HALL,restaurant,周南市街地飲食店,特定の店の情報じゃないため削除してください,200 OK,https://www.google.com/maps/search/徳山駅+飲食店,200 OK
yamaguchi_rising_hall,周南RISING HALL,coinLocker,JR徳山駅構内,https://eki.jr-odekake.net/premises?id=0800638,200 OK,https://www.google.com/maps/search/JR徳山駅,200 OK
yamaguchi_rising_hall,周南RISING HALL,cafe,コメダ珈琲店 徳山店,https://www.komeda.co.jp/shop/detail.html?id=771,200 OK,https://www.google.com/maps/search/コメダ珈琲店+徳山,200 OK
yamaguchi_rising_hall,周南RISING HALL,parking,徳山駅前駐車場,https://share.google/7U3aXb05KtuI35Bkr,200 OK,https://www.google.com/maps/search/徳山駅+駐車場,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,restaurant,ハーバーランド umie,https://umie.jp/,200 OK,https://www.google.com/maps/search/umie+神戸ハーバーランド,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,restaurant,神戸牛ステーキ 鉄板焼 桜,https://www.saidining.com/sakura/,,https://www.google.com/maps/search/神戸牛鉄板焼+神戸ハーバーランド,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,coinLocker,JR神戸駅構内,https://eki.jr-odekake.net/premises?id=0610145,,https://www.google.com/maps/search/JR神戸駅,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,coinLocker,地下鉄みなと元町駅構内,https://coinlocker.click/minatomotomachi-kobe-subway-station.php,,https://www.google.com/maps/search/みなと元町駅,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,cafe,スターバックス umie店,https://store.starbucks.co.jp/detail-1146/,200 OK,https://www.google.com/maps/search/スターバックス+umie,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,cafe,タリーズコーヒー メリケンパーク店,https://shop.tullys.co.jp/detail/1680287,200 OK,https://www.google.com/maps/search/タリーズコーヒー+メリケンパーク,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,parking,umie駐車場,https://harborland.co.jp/parking/,404 Not Found,https://www.google.com/maps/search/umie+駐車場,200 OK
hyogo_harbor_studio,神戸ハーバースタジオ,parking,メリケンパーク駐車場,https://times-info.net/P28-hyogo/C110/park-detail-BUK0017660/,,https://www.google.com/maps/search/メリケンパーク+駐車場,200 OK
mie_maxa,松阪M'AXA,restaurant,松阪牛レストラン,特定の店を表していないため削除または特定の店に置き換えてください,,https://www.google.com/maps/search/松阪牛レストラン+松阪市,200 OK
mie_maxa,松阪M'AXA,coinLocker,JR松阪駅構内,https://railway.jr-central.co.jp/station-guide/tokai/matsusaka/map.html,,https://www.google.com/maps/search/JR松阪駅,200 OK
mie_maxa,松阪M'AXA,cafe,スターバックス コーヒー 松阪川井店,https://store.starbucks.co.jp/detail-1498/,200 OK,https://www.google.com/maps/search/スターバックス+松阪駅前,200 OK
mie_maxa,松阪M'AXA,parking,JR松阪駅前駐車場,https://share.google/FXYAq0klpQJEiBBW3,,https://www.google.com/maps/search/JR松阪駅前駐車場,200 OK
aomori_quarter,青森Quarter,restaurant,青森魚菜センター（のっけ丼）,https://nokkedon.jp/,200 OK,https://www.google.com/maps/search/青森魚菜センター,200 OK
aomori_quarter,青森Quarter,coinLocker,JR青森駅構内,https://www.jreast.co.jp/estation/stations/25.html,,https://www.google.com/maps/search/JR青森駅,200 OK
aomori_quarter,青森Quarter,cafe,スターバックス 青森駅前店,https://store.starbucks.co.jp/detail-4395/,200 OK,https://www.google.com/maps/search/スターバックス+青森駅前,200 OK
aomori_quarter,青森Quarter,parking,青森駅前駐車場,https://times-info.net/P02-aomori/C201/park-detail-BUK0078339/,200 OK,https://www.google.com/maps/search/青森駅前駐車場,200 OK
nagasaki_drum_be7,DRUM Be-7,restaurant,吉宗（よっそう）,https://yossou.co.jp/,200 OK,https://www.google.com/maps/search/吉宗+長崎,200 OK
nagasaki_drum_be7,DRUM Be-7,coinLocker,長崎電気軌道 築町電停,https://coinlocker-navi.com/nagasaki/eki/99916/,,https://www.google.com/maps/search/築町電停,200 OK
nagasaki_drum_be7,DRUM Be-7,cafe,スターバックス 長崎浜町店,閉店済みのため削除してください,200 OK,https://www.google.com/maps/search/スターバックス+長崎浜町,200 OK
nagasaki_drum_be7,DRUM Be-7,parking,タイムズ長崎浜町,https://times-info.net/P42-nagasaki/C201/park-detail-BUK0025371/,200 OK,https://www.google.com/maps/search/タイムズ+長崎浜町,200 OK
kumamoto_b9,熊本B.9 V1,restaurant,勝烈亭,https://hayashi-sangyo.jp/,-2 Connection Error,https://www.google.com/maps/search/勝烈亭+熊本,200 OK
kumamoto_b9,熊本B.9 V1,restaurant,黒亭,https://www.kokutei.co.jp/,200 OK,https://www.google.com/maps/search/黒亭+熊本,200 OK
kumamoto_b9,熊本B.9 V1,coinLocker,熊本市電・通町筋電停,https://cloak.ecbo.io/ja/jpn/city/kumamoto/497,200 OK,https://www.google.com/maps/search/熊本市電+通町筋電停,200 OK
kumamoto_b9,熊本B.9 V1,coinLocker,下通りアーケード,https://cloak.ecbo.io/ja/jpn/city/kumamoto/1171,200 OK,https://www.google.com/maps/search/下通りアーケード+熊本,200 OK
kumamoto_b9,熊本B.9 V1,cafe,スターバックス 熊本Ｎｅｗ－Ｓ店,https://store.starbucks.co.jp/detail-340/,200 OK,https://www.google.com/maps/search/スターバックス+熊本下通,200 OK
kumamoto_b9,熊本B.9 V1,cafe,コメダ珈琲店 通町筋店,https://www.komeda.co.jp/shop/detail.html?id=1169,200 OK,https://www.google.com/maps/search/コメダ珈琲店+通町筋,200 OK
kumamoto_b9,熊本B.9 V1,parking,下通り駐車場,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/下通り駐車場+熊本,200 OK
kumamoto_b9,熊本B.9 V1,parking,タイムズ通町筋,https://times-info.net/P43-kumamoto/line/L54200/S9408/,200 OK,https://www.google.com/maps/search/タイムズ+通町筋+熊本,200 OK
okinawa_sakurazaka,桜坂セントラル,restaurant,国際通り周辺,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/国際通り+飲食店+那覇,200 OK
okinawa_sakurazaka,桜坂セントラル,restaurant,ステーキハウス88,https://s88.co.jp/,-2 Connection Error,https://www.google.com/maps/search/ステーキハウス88+那覇,200 OK
okinawa_sakurazaka,桜坂セントラル,coinLocker,ゆいレール牧志駅構内,https://www.yui-rail.co.jp/routemap/makishi/,200 OK,https://www.google.com/maps/search/ゆいレール牧志駅,200 OK
okinawa_sakurazaka,桜坂セントラル,coinLocker,国際通り周辺,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/ドン・キホーテ+国際通り,200 OK
okinawa_sakurazaka,桜坂セントラル,parking,タイムズ桜坂,https://times-info.net/P40-fukuoka/C133/park-detail-BUK0031920/,200 OK,https://www.google.com/maps/search/タイムズ+桜坂+那覇,200 OK
okinawa_sakurazaka,桜坂セントラル,parking,パレット久茂地駐車場,https://www.palette-kumoji.co.jp/accessparking,200 OK,https://www.google.com/maps/search/パレット久茂地,200 OK
asahikawa_casino_drive,旭川CASINO DRIVE,restaurant,旭川ラーメン村,https://www.ramenmura.com/,200 OK,https://www.google.com/maps/search/旭川ラーメン村,200 OK
asahikawa_casino_drive,旭川CASINO DRIVE,restaurant,3条通り飲食店街,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/旭川3条通+飲食店,200 OK
asahikawa_casino_drive,旭川CASINO DRIVE,coinLocker,JR旭川駅構内,https://www.coinlocker-navi.com/hokkaido/eki/11103/1110342/,200 OK,https://www.google.com/maps/search/JR旭川駅,200 OK
asahikawa_casino_drive,旭川CASINO DRIVE,cafe,スターバックス イオンモール旭川駅前店,https://store.starbucks.co.jp/detail-1266/,200 OK,https://www.google.com/maps/search/スターバックス+旭川駅,200 OK
asahikawa_casino_drive,旭川CASINO DRIVE,parking,旭川駅前広場駐車場,https://www.city.asahikawa.hokkaido.jp/kurashi/440/443/444/p004266.html,200 OK,https://www.google.com/maps/search/旭川駅+駐車場,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,restaurant,元祖さっぽろラーメン横丁,https://www.ganso-yokocho.com/,-2 Connection Error,https://www.google.com/maps/search/すすきのラーメン横丁,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,restaurant,ジンギスカン だるま,https://www.sapporo-jingisukan.info/,200 OK,https://www.google.com/maps/search/ジンギスカンだるま+すすきの,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,coinLocker,地下鉄すすきの駅構内,https://www.city.sapporo.jp/st/subway/ekikonaizu/documents/n08sususkino20240202.pdf,200 OK,https://www.google.com/maps/search/地下鉄すすきの駅,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,coinLocker,ノルベサ,https://www.norbesa.jp/,200 OK,https://www.google.com/maps/search/ノルベサ+すすきの,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,cafe,スターバックス すすきの店,https://www.starbucks.co.jp/,200 OK,https://www.google.com/maps/search/スターバックス+すすきの,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,cafe,コメダ珈琲店 大通ビッセ店,https://www.komeda.co.jp/,200 OK,https://www.google.com/maps/search/コメダ珈琲店+大通ビッセ,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,parking,タイムズ すすきの,https://times-info.net/,200 OK,https://www.google.com/maps/search/タイムズ+すすきの,200 OK
sapporo_penny_lane,札幌 PENNY LANE 24,parking,ノルベサ駐車場,https://www.norbesa.jp/access/,200 OK,https://www.google.com/maps/search/ノルベサ+駐車場,200 OK
yokohama_bayhall,YOKOHAMA BayHall,restaurant,クイーンズスクエア横浜,https://www.qsy-tqc.jp/,200 OK,https://www.google.com/maps/search/クイーンズスクエア横浜,200 OK
yokohama_bayhall,YOKOHAMA BayHall,restaurant,横浜中華街,https://www.chinatown.or.jp/,200 OK,https://www.google.com/maps/search/横浜中華街,200 OK
yokohama_bayhall,YOKOHAMA BayHall,coinLocker,みなとみらい駅構内,https://www.mm21railway.co.jp/station/minatomirai/stationmap.html,200 OK,https://www.google.com/maps/search/みなとみらい駅,200 OK
yokohama_bayhall,YOKOHAMA BayHall,coinLocker,クイーンズスクエア横浜,https://www.qsy-tqc.jp/,200 OK,https://www.google.com/maps/search/クイーンズスクエア横浜,200 OK
yokohama_bayhall,YOKOHAMA BayHall,cafe,スターバックス みなとみらい店,https://www.starbucks.co.jp/,200 OK,https://www.google.com/maps/search/スターバックス+みなとみらい,200 OK
yokohama_bayhall,YOKOHAMA BayHall,cafe,コメダ珈琲店 クイーンズスクエア店,https://www.komeda.co.jp/,200 OK,https://www.google.com/maps/search/コメダ珈琲店+クイーンズスクエア,200 OK
yokohama_bayhall,YOKOHAMA BayHall,parking,ぴあアリーナMM駐車場,https://www.pia-arena-mm.jp/access/,-2 Connection Error,https://www.google.com/maps/search/ぴあアリーナMM,200 OK
yokohama_bayhall,YOKOHAMA BayHall,parking,クイーンズスクエア横浜駐車場,https://www.qsy-tqc.jp/access/,200 OK,https://www.google.com/maps/search/クイーンズスクエア横浜+駐車場,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,holyPlace,信州蕎麦の草笛 MIDORI店,https://kusabue-nagano.owst.jp/,200 OK,https://www.google.com/maps/place/%E4%BF%A1%E5%B7%9E%E8%95%8E%E9%BA%A6%E3%81%AE%E8%8D%89%E7%AC%9B/,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,restaurant,権堂商店街,https://nagano-gondo.com/,200 OK,https://www.google.com/maps/search/権堂商店街+長野,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,restaurant,蕎麦処,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/蕎麦+長野市+権堂,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,coinLocker,JR長野駅構内,https://www.jreast.co.jp/estation/stations/1105.html,403 Forbidden,https://www.google.com/maps/search/JR長野駅,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,coinLocker,長野電鉄権堂駅,https://www.nagaden-net.co.jp/info/station/gondo,200 OK,https://www.google.com/maps/search/長野電鉄権堂駅,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,cafe,スターバックス 長野駅店,https://store.starbucks.co.jp/detail-497/,200 OK,https://www.google.com/maps/search/スターバックス+長野駅,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,cafe,コメダ珈琲店 長野駅東口公園店,https://www.komeda.co.jp/shop/detail.html?id=1145,200 OK,https://www.google.com/maps/search/コメダ珈琲店+長野権堂,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,parking,長野駅東口駐車場,https://www.city.nagano.nagano.jp/n180500/contents/p001180.html,200 OK,https://www.google.com/maps/search/長野駅東口駐車場,200 OK
nagano_junk_box,NAGANO CLUB JUNK BOX,parking,権堂パーキング,https://www.nagaden-net.co.jp/group/parking/gondo,200 OK,https://www.google.com/maps/search/権堂パーキング+長野,200 OK
niigata_lots,新潟LOTS,restaurant,古町周辺飲食店,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/古町+新潟+飲食店,200 OK
niigata_lots,新潟LOTS,restaurant,新潟へぎそば,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/へぎそば+新潟+古町,200 OK
niigata_lots,新潟LOTS,coinLocker,JR新潟駅構内,https://www.jreast.co.jp/estation/stations/1137.html,403 Forbidden,https://www.google.com/maps/search/JR新潟駅,200 OK
niigata_lots,新潟LOTS,coinLocker,古町通り商店街,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/古町通り+新潟,200 OK
niigata_lots,新潟LOTS,cafe,スターバックス 新潟万代シテイ店,https://store.starbucks.co.jp/detail-238/,200 OK,https://www.google.com/maps/search/スターバックス+新潟万代,200 OK
niigata_lots,新潟LOTS,cafe,コメダ珈琲店 新潟古町店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/コメダ珈琲店+新潟古町,200 OK
niigata_lots,新潟LOTS,parking,古町パーキング,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/古町パーキング+新潟,200 OK
niigata_lots,新潟LOTS,parking,タイムズ古町,https://times-info.net/P15-niigata/C103/A157/SC00000001-max_fee/,200 OK,https://www.google.com/maps/search/タイムズ+古町+新潟,200 OK
kyoto_fanj,京都FANJ,restaurant,先斗町・木屋町,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/先斗町+木屋町+飲食店,200 OK
kyoto_fanj,京都FANJ,restaurant,京都ラーメン,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/ラーメン+京都+河原町,200 OK
kyoto_fanj,京都FANJ,coinLocker,阪急河原町駅構内,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/阪急河原町駅,200 OK
kyoto_fanj,京都FANJ,coinLocker,京都マルイ,閉店済みのため削除してください,200 OK,https://www.google.com/maps/search/京都マルイ,200 OK
kyoto_fanj,京都FANJ,cafe,スターバックス 京都河原町店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/スターバックス+京都河原町,200 OK
kyoto_fanj,京都FANJ,cafe,コメダ珈琲店 河原町三条店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/コメダ珈琲店+河原町三条,200 OK
kyoto_fanj,京都FANJ,parking,京都マルイ駐車場,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/京都マルイ+駐車場,200 OK
kyoto_fanj,京都FANJ,parking,タイムズ河原町,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/タイムズ+河原町+京都,200 OK
gifu_club_g,岐阜Club-G,restaurant,柳ヶ瀬商店街,https://yanagase-gifu.com/,-2 Connection Error,https://www.google.com/maps/search/柳ヶ瀬商店街+岐阜,200 OK
gifu_club_g,岐阜Club-G,coinLocker,JR岐阜駅構内,https://railway.jr-central.co.jp/station-guide/tokai/gifu/map.html,200 OK,https://www.google.com/maps/search/JR岐阜駅,200 OK
gifu_club_g,岐阜Club-G,coinLocker,名鉄岐阜駅構内,https://www.meitetsu.co.jp/train/station_info/line01/station/1253.html,200 OK,https://www.google.com/maps/search/名鉄岐阜駅,200 OK
gifu_club_g,岐阜Club-G,cafe,スターバックス ASTY岐阜店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/スターバックス+岐阜駅,200 OK
gifu_club_g,岐阜Club-G,cafe,コメダ珈琲店 柳ヶ瀬店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/コメダ珈琲店+柳ヶ瀬,200 OK
gifu_club_g,岐阜Club-G,parking,岐阜駅前駐車場,https://www.google.com/maps/search/岐阜駅前駐車場,200 OK,https://www.google.com/maps/search/岐阜駅前駐車場,200 OK
gifu_club_g,岐阜Club-G,parking,タイムズ柳ヶ瀬,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/タイムズ+柳ヶ瀬+岐阜,200 OK
sendai_talknet_hall,トークネットホール仙台,restaurant,牛タン 利久,https://tabelog.com/miyagi/A0401/A040101/4022012/,200 OK,https://www.google.com/maps/search/牛タン利久+仙台,200 OK
sendai_talknet_hall,トークネットホール仙台,restaurant,国分町飲み屋街,https://1000bero.net/town_miyagi/,200 OK,https://www.google.com/maps/search/国分町+仙台+飲み屋,200 OK
sendai_talknet_hall,トークネットホール仙台,coinLocker,地下鉄勾当台公園駅構内,https://www.kotsu.city.sendai.jp/subway/station/pdf/gb05.pdf,200 OK,https://www.google.com/maps/search/地下鉄勾当台公園駅,200 OK
sendai_talknet_hall,トークネットホール仙台,coinLocker,JR仙台駅構内,https://www.jreast.co.jp/estation/stations/913.html,403 Forbidden,https://www.google.com/maps/search/JR仙台駅,200 OK
sendai_talknet_hall,トークネットホール仙台,cafe,スターバックス 仙台国分町店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/スターバックス+仙台国分町,200 OK
sendai_talknet_hall,トークネットホール仙台,cafe,タリーズコーヒー 仙台一番町店,会場から遠いので対象外,200 OK,https://www.google.com/maps/search/タリーズコーヒー+仙台一番町,200 OK
sendai_talknet_hall,トークネットホール仙台,parking,勾当台公園地下駐車場,https://www.city.sendai.jp/somu-chose/kurashi/machi/kotsu/chushajo/annai/chushajo/,200 OK,https://www.google.com/maps/search/勾当台公園地下駐車場,200 OK
sendai_talknet_hall,トークネットホール仙台,parking,パークネット仙台勾当台公園,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/パークネット+仙台勾当台公園,200 OK
osaka_orix_theater,オリックス劇場,restaurant,すき家・松屋,ありふれすぎているためNG,200 OK,https://www.google.com/maps/search/すき家+大阪四ツ橋,200 OK
osaka_orix_theater,オリックス劇場,coinLocker,地下鉄四ツ橋駅構内,https://subway.osakametro.co.jp/station_guide/Y/Y14/index.php,200 OK,https://www.google.com/maps/search/地下鉄四ツ橋駅,200 OK
osaka_orix_theater,オリックス劇場,coinLocker,クリスタ長堀,https://www.crystanagahori.jp/,-2 Connection Error,https://www.google.com/maps/search/クリスタ長堀,200 OK
osaka_orix_theater,オリックス劇場,cafe,スターバックス 四ツ橋店,https://store.starbucks.co.jp/detail-248/,200 OK,https://www.google.com/maps/search/スターバックス+四ツ橋,200 OK
osaka_orix_theater,オリックス劇場,parking,オリックス劇場駐車場,特定の店を表していないため削除または特定の店に置き換えてください,-2 Connection Error,https://www.google.com/maps/search/オリックス劇場,200 OK
osaka_orix_theater,オリックス劇場,parking,タイムズ心斎橋,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/タイムズ+心斎橋,200 OK
fukuoka_convention_center,福岡国際会議場メインホール,restaurant,博多一風堂,ありふれすぎているためNG,200 OK,https://www.google.com/maps/search/一風堂+博多,200 OK
fukuoka_convention_center,福岡国際会議場メインホール,coinLocker,マリンメッセ福岡,多分使わないため削除してください,200 OK,https://www.google.com/maps/search/マリンメッセ福岡,200 OK
fukuoka_convention_center,福岡国際会議場メインホール,cafe,スターバックス マリンメッセ福岡店,特定の店を表していないため削除または特定の店に置き換えてください,200 OK,https://www.google.com/maps/search/スターバックス+マリンメッセ福岡,200 OK
fukuoka_convention_center,福岡国際会議場メインホール,parking,福岡国際会議場周辺駐車場,"https://unlocks.jp/w/?id=w8516215a36dba648&cids=266,278&catalog=false",200 OK,https://www.google.com/maps/search/福岡国際会議場,200 OK
fukuoka_convention_center,福岡国際会議場メインホール,parking,マリンメッセ福岡駐車場,福岡国際会議場周辺駐車場に含まれるため削除,404 Not Found,https://www.google.com/maps/search/マリンメッセ福岡,200 OK
nagoya_kokaido,岡谷鋼機名古屋公会堂,restaurant,世界の山ちゃん,特定の店舗を表していないため削除または特定の店舗に置き換えてください,200 OK,https://www.google.com/maps/search/世界の山ちゃん+名古屋+鶴舞,200 OK
nagoya_kokaido,岡谷鋼機名古屋公会堂,coinLocker,JR鶴舞駅構内,https://railway.jr-central.co.jp/station-guide/tokai/tsurumai/map.html,200 OK,https://www.google.com/maps/search/JR鶴舞駅,200 OK
nagoya_kokaido,岡谷鋼機名古屋公会堂,coinLocker,地下鉄鶴舞駅構内,https://www.kotsu.city.nagoya.jp/jp/pc/subway/station_top.html?name=%E9%B6%B4%E8%88%9E,200 OK,https://www.google.com/maps/search/地下鉄鶴舞駅,200 OK
nagoya_kokaido,岡谷鋼機名古屋公会堂,cafe,スターバックス イオンタウン千種店,https://store.starbucks.co.jp/detail-615/,200 OK,https://www.google.com/maps/search/スターバックス+鶴舞駅,200 OK
nagoya_kokaido,岡谷鋼機名古屋公会堂,parking,鶴舞公園南駐車場,https://ssparking.co.jp/detail/%E9%B6%B4%E8%88%9E%E5%85%AC%E5%9C%92%E5%8D%97%E9%A7%90%E8%BB%8A%E5%A0%B4/,-2 Connection Error,https://www.google.com/maps/search/鶴舞公園地下駐車場,200 OK
nagoya_kokaido,岡谷鋼機名古屋公会堂,parking,名鉄協商パーキング 鶴舞,https://mkp.jp/search/detail/004575-0/?utm_source=gbp&utm_medium=profile&utm_campaign=4575,-2 Connection Error,https://www.google.com/maps/search/名鉄協商パーキング+鶴舞,200 OK
